,ID,Predicted_Y
223,ID_YQ0HVLKLDN,0
224,ID_OPTTL02MB1,1
225,ID_X14BSM0FQ7,2
226,ID_KXZD9MVEED,1
227,ID_JG956WFI83,0
228,ID_J7QZUBRVFD,1
229,ID_N48WT9Q107,0
230,ID_K5OEVCJ21N,2
231,ID_G6W0VMDV72,0
232,ID_PSM8CQNVXZ,1
233,ID_CZ1LBLT95R,2
234,ID_WBXXX5O7VO,2
235,ID_X33X4KWW01,2
236,ID_KZ550XY4ZD,2
237,ID_JDGATDAS3N,1
238,ID_PDNPV6DFNP,0
239,ID_PJMHVESAUY,1
240,ID_M94ZABMA6V,1
241,ID_G1FJ7BY92A,1
242,ID_SHM05B3FKY,2
243,ID_HCGO2SUAEH,1
244,ID_Y14N6KEV9M,2
245,ID_OW45O5V17P,2
246,ID_YLRZQDDV1F,0
247,ID_LUDSROA40N,2
248,ID_2AIGRP4QIF,1
249,ID_ZQJH06SVJG,0
250,ID_OWL3M7F4SH,0
251,ID_E3PWKHPB6A,1
252,ID_RP2KSKQWVX,0
253,ID_YAPSS6YIDC,1
254,ID_FP0D740WMS,1
255,ID_BC90MG6EF9,0
256,ID_1GYCG6RIO6,2
257,ID_3OQVY0KMGS,1
258,ID_XNMEDI1LSD,2
259,ID_U3TL7JPRFO,1
260,ID_SR8DKVMJAQ,0
261,ID_OSVF598SBE,2
262,ID_NZB31RGC7Q,1
263,ID_02KVZQMU3L,0
264,ID_ZS7IHWNQ19,1
265,ID_900NTZAHSN,0
266,ID_RQSAG5FGC7,2
267,ID_6302MJG0BI,1
268,ID_WA5SDWCM9N,1
269,ID_BW2PAZCNE4,2
270,ID_9CQ4CGFVDT,2
271,ID_4DTI3V8H4F,1
272,ID_5LGDM5R17Y,2
273,ID_D1XJ40Y6UF,1
274,ID_U7GG24D287,0
275,ID_ODYE5BTV7K,0
276,ID_T5B2BLB186,2
277,ID_C9YDHA4URH,2
278,ID_V58GMRQ0K8,0
279,ID_E8CGLTESR1,0
280,ID_BIAH5880Z9,0
281,ID_QKV4ETTPR2,1
282,ID_3YZO4PZ7SB,1
283,ID_5TECAV99G2,1
284,ID_FIOCSUQAV8,2
285,ID_9B4W3KEW7M,0
286,ID_D8G1X6GIIF,2
287,ID_5O6SW6C31J,1
288,ID_Y70CHSGXMP,1
289,ID_9AW6L45SNO,0
290,ID_14HECCDTV1,1
291,ID_VO0RMJW6H3,0
292,ID_DFHIHA5ERR,2
293,ID_2KQGIGD6SM,2
294,ID_ZJR8Z0V19V,1
295,ID_PCCLLSDITM,0
296,ID_472WTCX9KP,1
297,ID_KJSJYF90HJ,2
298,ID_AH4594XYST,1
299,ID_P00UFDSA0I,0
300,ID_PHH6ROVTL0,0
301,ID_R7YV3E0JZE,2
302,ID_AFMIBK8P5O,1
303,ID_36K5HN9QR3,0
304,ID_3FLQZBB29G,1
305,ID_PXNTMC413T,2
306,ID_5U33EJCGVJ,1
307,ID_6U83XLPIZH,0
308,ID_TCHJTOM64D,2
309,ID_DDRBB8DY4P,2
310,ID_P6553Y29BZ,2
311,ID_D5E2WTW7EN,2
312,ID_0VI78RHCW9,2
313,ID_SO5VSRBWLX,0
314,ID_UD43ODM4LJ,1
315,ID_H5PRV7ZOAA,1
316,ID_Z169OAW2YP,1
317,ID_NYO6B5PLG5,1
318,ID_3WWZWG6V1B,1
319,ID_ZRTP0E95P0,1
320,ID_6QPX6BRI9D,0
321,ID_HRG75C0JS6,2
322,ID_ZWSPLM9Q6H,1
323,ID_80JNXXIWD3,1
324,ID_0TL554C6S0,1
325,ID_3ZEID871U9,0
326,ID_N9UVH419I6,0
327,ID_VGAYYBA8KA,1
328,ID_0RLS9P02KX,1
329,ID_6LYSLH2A3J,2
330,ID_ZPVLZYP84G,1
331,ID_WIY4U4IWE9,1
332,ID_ZRCPKJ2Q25,0
333,ID_MC7KAHREHV,2
334,ID_WH90E81HIY,2
335,ID_QKNCBAVWP2,0
336,ID_7RR22Y9HHO,1
337,ID_AP2Q1PN0BN,2
338,ID_A3BI1LQUKS,2
339,ID_TCALFDD3T3,1
340,ID_1NLAA2603K,1
341,ID_ANFHQ6PBQR,1
342,ID_4I3JKIRP5W,0
343,ID_T2FFXRWEG4,2
344,ID_181AJSOIUQ,2
345,ID_3RAODOG27X,1
346,ID_49NL0AT76V,1
347,ID_7RYTQG8RNH,2
348,ID_YLAGFB0GXL,1
349,ID_V8AYDAL2ZV,1
350,ID_Q0M64J6TSZ,0
351,ID_M5R4O3SVBO,0
352,ID_TKB5IBXEGT,2
353,ID_30NX0W0KMU,2
354,ID_3365Z611BD,0
355,ID_PM8G56RD65,0
356,ID_MJZFERCGL4,0
357,ID_22YEMKYH96,0
358,ID_Z7AUJPUPIU,0
359,ID_OJ07XC5VM9,0
360,ID_B1LZDTQ7D9,0
361,ID_S36DEP2P9W,0
362,ID_0X145OIFNR,1
363,ID_SIGA874XAR,2
364,ID_KH0CVCNHIQ,0
365,ID_G99AP9RCPI,1
366,ID_ZQND0JG4MM,1
367,ID_QH81HC8N3D,0
368,ID_K42F1E523M,1
369,ID_42ZU32MLNE,1
370,ID_T5RCOFZV8W,0
371,ID_LWO9YF2BRC,1
372,ID_N6TLEUVZSH,1
373,ID_C84IVR3ECJ,1
374,ID_V16Q9YY4Q9,0
375,ID_NBHKUD69E9,2
376,ID_SVH71P4GLX,2
377,ID_7R8JK60WDX,1
378,ID_H54EB71TH1,2
379,ID_CNP2FN0S5H,1
380,ID_7FH6PWWQ3T,1
381,ID_FFK057J5WG,1
382,ID_S1PYZMCB0M,1
383,ID_TVFO1VJO0G,1
384,ID_NTAUWGRCSE,1
385,ID_4R6DYMA3H3,1
386,ID_H3Y2LPINFQ,2
387,ID_NF1R8OHFS0,2
388,ID_HWJ1BSYI0G,0
389,ID_OKPOJ5UDPA,1
390,ID_JV8CK736Q5,1
391,ID_PKGVPN5UE1,1
392,ID_F8IX46QU29,2
393,ID_VCINS2G72X,0
394,ID_ZG5SZ6IVGJ,2
395,ID_9YR0UDKFJ3,0
396,ID_BZU0HJNS8D,2
397,ID_L9DZQVNF1V,2
398,ID_SS9MBQT68W,2
399,ID_E5Z0JOYXL9,0
400,ID_CKT3NKEIRB,1
401,ID_8UHJEDG46I,1
402,ID_NX134O9VQA,2
403,ID_J9ONBYLO8N,2
404,ID_HKRUMRRS82,1
405,ID_UX7354I21K,0
406,ID_5O2NYOZ9H3,0
407,ID_E2ASBFY15A,1
408,ID_K7IE8GK7Q1,0
409,ID_HBR3DCQXIN,1
410,ID_OU3UQPFL2G,0
411,ID_9KF5X82IZZ,2
412,ID_VSVK1TBDGJ,0
413,ID_O6T8BDFOAG,1
414,ID_LJHCJMSMZN,2
415,ID_WE18CWDDXN,2
416,ID_JAJAIBVEJH,2
417,ID_NFKYHCWU1Y,2
418,ID_C1RWQF5VFT,0
419,ID_F8RQNC46KH,2
420,ID_E8L8MQ1W28,2
421,ID_5J5UKX20XF,0
422,ID_8D7EIH4PO6,2
423,ID_C3E4OV6ADZ,2
424,ID_V7O2RJOQNV,1
425,ID_64579OMVGA,0
426,ID_4YQ6FJJYVD,2
427,ID_N880HE2BA8,1
428,ID_MN7AYOS04S,0
429,ID_HO5O9SXEYC,0
430,ID_N2CG2OCQY5,2
431,ID_L1NFXLBHX8,0
432,ID_H4O0CQG9TL,1
433,ID_NW9GLVQDA0,2
434,ID_2OXCN8PWU0,0
435,ID_OPC3X2HRSI,0
436,ID_J5N9F6P22Z,1
437,ID_9NIJ5KZEON,2
438,ID_VSBOCUGAXZ,2
439,ID_YYT44Y4Y39,2
440,ID_YMLDKMNR27,1
441,ID_KIH0B1DY8E,2
442,ID_3LD95G05LL,0
443,ID_EQU7NNG8JI,0
444,ID_UREH5AH8T8,0
445,ID_X70T48EKF0,0
446,ID_LYJV19L1WP,1
447,ID_FEXJ3HP9HN,1
448,ID_FFQ5LJFG9U,0
449,ID_MXMWK4TGK4,2
450,ID_WU4CA8UT96,1
451,ID_Y7V4LZ0PJF,1
452,ID_J3H2S84BVD,0
453,ID_395NA1XZ7E,1
454,ID_O7NAY4FROR,0
455,ID_F5V8XCI5RG,1
456,ID_V5CJTYREF5,0
457,ID_7MVI176PGF,0
458,ID_THPP3YU4FF,2
459,ID_K1VDD8IIZK,0
460,ID_56RDPEEKDF,2
461,ID_0LU8A1S4SC,2
462,ID_T8WGRDHTRO,2
463,ID_VSMH89J94U,2
464,ID_4RHOT5ZOJV,2
465,ID_BB5MKSNZEJ,2
466,ID_36V2JOJE1T,1
467,ID_ONKPNAVM8C,2
468,ID_OLGRQFSWW7,1
469,ID_D3AS1UV4HR,2
470,ID_UHCXBE3H8O,0
471,ID_K2DL2PGYMM,1
472,ID_1CQ4ZIQU23,2
473,ID_GPYK3PXIC2,1
474,ID_J9WOFSJPVK,0
475,ID_TR7EQAOTFI,1
476,ID_QOSVAG3HP1,0
477,ID_6Z6U2Y6ZFF,2
478,ID_HF8MNDWJ5G,0
479,ID_T8ZHNN499T,2
480,ID_0S9AZARWLH,2
481,ID_LIJKNZ3UU1,2
482,ID_FAJPC65XAM,1
483,ID_HSQOFQN3VG,0
484,ID_9BNO30JAH8,1
485,ID_2SMYJRBTNC,0
486,ID_W77QTRN2IC,1
487,ID_O7WNNEPJ7A,1
488,ID_NTLYALUH3G,2
489,ID_HVPJIMDYVU,0
490,ID_J5V8Q7AFD8,0
491,ID_605XA88F5Q,2
492,ID_7XYOX81ZYY,0
493,ID_PZ5FWAUOIP,1
494,ID_F83MLTUU2C,2
495,ID_IOHG3TW5FT,0
496,ID_WRRDWY0RU1,0
497,ID_BT1F8S2NPM,2
498,ID_E9D3RRKK3K,2
499,ID_VQ0G8C22OK,2
500,ID_GU0619P254,1
501,ID_BA0JFBGR8A,2
502,ID_526KEQ4SK3,2
503,ID_XG4VB943HA,2
504,ID_0YGC8V3PFT,0
505,ID_BDCPG3214V,0
506,ID_OHKH74RTHC,0
507,ID_6X1EVKH38X,0
508,ID_2XZOFVRFL7,0
509,ID_34I0KQNZ6H,0
510,ID_IKYHST3L8P,0
511,ID_ROSSY3EGX8,0
512,ID_KASIWX6GFW,0
513,ID_OH16FK133O,2
514,ID_BMB4CTM73S,0
515,ID_XTNO0PR7KB,0
516,ID_AXH5XBI91X,2
517,ID_2DNH5U2ZC2,0
518,ID_SBGKAG80PX,0
519,ID_9NBJU5H17Y,0
520,ID_K6PXCJGB64,0
521,ID_ADSSEBHJF5,1
522,ID_SELGL505KT,0
523,ID_I8FM5UPEAK,0
524,ID_42YZU3Q2S0,0
525,ID_2I2ZGWUK0S,0
526,ID_YZ9GFJ727W,0
527,ID_0GDXXCFUWY,0
528,ID_COI1D6RJ8E,0
529,ID_KB4O78QXSY,0
530,ID_FQN5LJH7EC,1
531,ID_AIPHK5FJ65,0
532,ID_CFJT0HHVLR,0
533,ID_Y92NQJZV1V,0
534,ID_DAJ0YFZEVY,0
535,ID_O4D42J3TR0,0
536,ID_2FZEZAM697,0
537,ID_E25N3FQM8Q,0
538,ID_LOLP7X82C1,0
539,ID_1NW5FLZ0AY,0
540,ID_9I392H8UVX,0
541,ID_U6F4AXMEIC,0
542,ID_32U0NU055Y,0
543,ID_ZLKWV764I2,0
544,ID_M7ODVHAS5G,0
545,ID_BZ24D5AWW2,0
546,ID_7RL6M4YG30,0
547,ID_FGRMTV8FEY,0
548,ID_PZXJHH7BF1,0
549,ID_KTXQ79L9KB,0
550,ID_54S30DS030,2
551,ID_YPWGN86U2G,0
552,ID_M38USI5PXF,0
553,ID_S4XW5UJ9J0,0
554,ID_034HWN2LDM,2
555,ID_LPXB21WQ3N,0
556,ID_61FAZ9L40I,0
557,ID_WLX44OWUH0,0
558,ID_WWS5N6YM5L,0
559,ID_VIDRX3VIWO,0
560,ID_RYEKDYLT9A,0
561,ID_WLNPEVL2F9,0
562,ID_TOYVPKKU7P,0
563,ID_KLUVB04GEK,0
564,ID_OVFM4CE0BH,0
565,ID_2YG2XJJ209,0
566,ID_8SY2IO6OO1,0
567,ID_SEOLYKGMCI,0
568,ID_53OER6U98X,2
569,ID_IQ6ZR3A8VQ,0
570,ID_QQQAT0SJOM,0
571,ID_IZP2XSGLP0,0
572,ID_9KJ8RND0FW,0
573,ID_1FUF6UJPK6,2
574,ID_4AAL0XLIP6,0
575,ID_CMSCFBIUN9,2
576,ID_OEUWIG9GXQ,0
577,ID_QF1C9VYVE2,0
578,ID_9Z67AWIUK0,0
579,ID_2QP5UI1MQ6,0
580,ID_GC1U1JUJYO,0
581,ID_LUZDG5O12I,2
582,ID_TG9ORL6QVI,0
583,ID_BM70NTP5NJ,0
584,ID_1WZYZ9CE0M,0
585,ID_UV8RJ1S4XY,0
586,ID_W06Q6STQK9,0
587,ID_W9PZG8B3G6,0
588,ID_SXOIWQ5E5X,0
589,ID_4LH401WRG3,0
590,ID_HP4SZR1QGX,0
591,ID_YS0DG7VKFQ,0
592,ID_TTC2RR8KW9,0
593,ID_XLYG0TAN7X,0
594,ID_5NUX59THBV,0
595,ID_PZPAYV2O8B,0
596,ID_UG8ESZM6SY,2
597,ID_8SE6EADQVR,0
598,ID_OBU1UIELN7,0
599,ID_BCW9TV622N,0
600,ID_WVA5P6Q7T9,0
601,ID_ZMLKKRK2VK,0
602,ID_OYOETSESMT,0
603,ID_82V0QZIEBA,2
604,ID_22MISFMR0N,2
605,ID_YXRY3VXQ5W,0
606,ID_IUYWFJ4TE0,0
607,ID_9AC66SYWA2,0
608,ID_RR5UBKY77M,2
609,ID_PXM9KW6G98,0
610,ID_XNLLYDHGGL,0
611,ID_9DEEFN7J6B,0
612,ID_4XTFB180SG,0
613,ID_C19ZW4RLBZ,2
614,ID_MDFUW1L153,0
615,ID_GKN28NDEBT,0
616,ID_FZJEP1VTX9,0
617,ID_RIYDOP1G71,0
618,ID_4BDEWX26H9,0
619,ID_YDEST5TMFZ,0
620,ID_KVAIEQ74N6,0
621,ID_U8MXW9QQKY,0
622,ID_FEROBLY183,0
623,ID_SG0ORSG2YI,0
624,ID_9XGL517GSS,0
625,ID_TKQE7CDGGF,0
626,ID_7TSKHJO899,0
627,ID_NPOPT5961V,0
628,ID_LMZLJ3UZE8,2
629,ID_PF8DWANIUM,0
630,ID_D2BICFG1G7,0
631,ID_4SJSVU04VR,0
632,ID_FHERPRCBVX,0
633,ID_8VU55FBA1D,0
634,ID_GHBJOWXDKA,0
635,ID_V3L8ZWT9IT,0
636,ID_1XOGX0DQR5,0
637,ID_F6PRO5PC8X,0
638,ID_292GCXC8M9,0
639,ID_4BK58J79TK,0
640,ID_ETQBJ7TUDC,0
641,ID_HKKEW9XTH6,0
642,ID_LZGW19CTGT,0
643,ID_UFKJMS35ZC,0
644,ID_MISZXV629R,0
645,ID_FJWD5Z6RYC,0
646,ID_5YGUEAYY8V,0
647,ID_L0I6D8TD7N,0
648,ID_EV8PGF04NS,0
649,ID_KD0L8JNCOU,0
650,ID_12DXAN59IU,2
651,ID_O4R0OXU4HD,0
652,ID_MH79Y5JHAF,0
653,ID_DHKVT5955V,0
654,ID_S95X8XEBN7,0
655,ID_4HEY8SRVNG,0
656,ID_M0TCT29XZW,0
657,ID_KZHTABY8OZ,0
658,ID_QKW0DI0SXC,0
659,ID_NJL56RRR1B,0
660,ID_0QNR7MS79S,0
661,ID_1N510DC927,0
662,ID_1XC86AZO8U,0
663,ID_TS6N3RCHLK,0
664,ID_Q48AUSKL70,0
665,ID_SPZRN1FO4E,0
666,ID_AZU8SBZ21G,0
667,ID_A5K2R6XJY5,0
668,ID_C1N39A9H6C,0
669,ID_74H2AZAXNY,0
670,ID_QH1G4K812G,0
671,ID_BW12Z3JS3M,2
672,ID_8CQQKJOT84,0
673,ID_P2TI98L4WY,0
674,ID_CK5NSC88AA,0
675,ID_HGGPTRZFZ2,0
676,ID_0KD693JBFC,2
677,ID_4YJ80B53XS,0
678,ID_S4MQJP9JQE,2
679,ID_1AKWAL8R23,0
680,ID_O672O2Y2Q8,0
681,ID_6438GF9L4Z,0
682,ID_JY00S4C52I,0
683,ID_D3TA8QTHOJ,0
684,ID_U2ISK47RJ2,0
685,ID_IK5BN7PQF7,0
686,ID_DJ9NGGZN4H,0
687,ID_DD3RJX9DLA,0
688,ID_XR6SEVYGHF,0
689,ID_6Q3Q2WDGZM,0
690,ID_E439SMFLZO,0
691,ID_JHNMZ1KMTY,0
692,ID_ZUGYFXHU5C,0
693,ID_78S5Q3N6U4,0
694,ID_CXSB3CYKA5,0
695,ID_CJ7GL6KSNX,0
696,ID_CDPOT2UJG1,0
697,ID_7SQAO9ZJZS,2
698,ID_P2CANQKHXG,0
699,ID_DA0A3JT7R5,0
700,ID_LAXAV7SG13,0
701,ID_Z54NMDKNUO,0
702,ID_L0XTC197CR,0
703,ID_99N544TAB9,0
704,ID_1JVXK3E2F1,0
705,ID_RN4WVOM70P,2
706,ID_JQP253RVE0,0
707,ID_5ETR5OAQ1M,0
708,ID_AEL10CL45R,2
709,ID_Y39MKC2VJI,0
710,ID_XIDY5IYSQM,0
711,ID_A1UB443MD5,0
712,ID_JHEQOBFBU5,0
713,ID_L5JTS33XQC,0
714,ID_ZHJAE1XQZY,0
715,ID_546GMXR8ZR,2
716,ID_5A2QFNHHSF,0
717,ID_5AZMM2H8GR,2
718,ID_GNYABJHZJS,0
719,ID_DXV28RQRZW,0
720,ID_AGKBHSDL2G,0
721,ID_W4TP2OHPTV,2
722,ID_CYL0KHB1FO,0
723,ID_T2HQFLWHJB,2
724,ID_DAD5MP98VH,0
725,ID_FQHC65BE6H,2
726,ID_OQOBQOOCA2,0
727,ID_OY6QZEN9GL,0
728,ID_DOW1CZZT3R,0
729,ID_29RLDD2GPB,0
730,ID_YL06JO8KQ1,0
731,ID_9KHLR1YYYL,0
732,ID_WWBP70SUU0,0
733,ID_VULZXOKU9K,2
734,ID_HMYFZLTP3W,0
735,ID_WQ878XK2VC,0
736,ID_L2U380EPJG,0
737,ID_W1HVJX1B20,0
738,ID_WBGBK4MNRD,2
739,ID_JO9XEEEXV6,2
740,ID_42EZXVA6E5,0
741,ID_QVRJRGBURW,2
742,ID_YUXBC0YIP1,0
743,ID_W4LQZN9KWA,0
744,ID_IDY87HWZZX,0
745,ID_UIFRFAS8L5,0
746,ID_D5RYORS2H5,0
747,ID_V7DEY8HCGF,0
748,ID_QEM4Z56FO1,0
749,ID_31DSL1ENKH,2
750,ID_VLXJO1VYNE,0
751,ID_1N9WI4WQ0J,0
752,ID_3FH3CC8WOM,0
753,ID_WJGPMLMFZD,2
754,ID_OTTUTGKVWE,0
755,ID_5W3DZCL7ZY,0
756,ID_KADSNUSF6W,0
757,ID_TY4MXB5FRD,0
758,ID_JFSAL4BLBL,0
759,ID_JE9GA57J8L,0
760,ID_RI8VDOZAKD,0
761,ID_I5IKH03NKW,0
762,ID_QT0L84DN7F,0
763,ID_J1PVZ8GUHK,0
764,ID_UQ4DBVO437,0
765,ID_2G9L3TXUU7,2
766,ID_RCS2OXBPTX,0
767,ID_TJ9K5EBWWR,0
768,ID_YKF35YT7KR,0
769,ID_X87M7VBTNL,0
770,ID_MHS2Q1WQRP,0
771,ID_G0QWMAN4DL,0
772,ID_KTRKVZOM8Z,0
773,ID_GDIX0I6R1D,0
774,ID_JEK20A5JMO,0
775,ID_N1LTTY5H1A,0
776,ID_VWYRAD4OUT,0
777,ID_7QNEJQVO7C,0
778,ID_8W71HSZU4U,0
779,ID_17SOBB4RNL,0
780,ID_HB86C1COL2,0
781,ID_JQOL6U8LPX,0
782,ID_SX88125L3W,0
783,ID_F0CKH6IYNA,0
784,ID_H4IBDKZJOK,2
785,ID_OSAXAL7TXD,0
786,ID_UTG9JHQJL9,0
787,ID_91I0RNF8N5,2
788,ID_O6SP1EDQJU,0
789,ID_LCNYGVV4UZ,0
790,ID_0DSNX2B1F4,0
791,ID_0387MG1X1B,0
792,ID_2OBKEMK3OY,0
